,device_brand,5g,internal_memory,ram,days_used,price
94,11,0,64.0,4.0,724,30256
95,11,0,16.0,2.0,628,26970
96,11,0,4.0,0.5,750,18724
97,11,1,128.0,8.0,186,31992
98,11,0,128.0,6.0,449,28892
99,11,0,32.0,2.0,190,26598
100,11,0,128.0,6.0,459,29264
101,11,0,64.0,6.0,517,30008
102,11,0,128.0,6.0,332,30690
103,11,0,0.5,0.25,1016,18848
104,11,0,0.5,0.25,956,14756
105,11,0,0.2,0.25,680,17670
106,11,0,16.0,4.0,733,19220
107,11,0,16.0,4.0,1029,18476
108,7,0,128.0,6.0,242,29884
109,7,1,256.0,12.0,220,32116
110,9,0,64.0,3.0,310,25916
111,9,0,16.0,2.0,193,22382
112,9,0,16.0,2.0,356,25110
113,9,0,0.1,0.03,272,18042
115,9,1,64.0,6.0,284,32922
116,9,0,0.06,0.02,266,20894
118,11,1,128.0,8.0,110,34844
119,11,1,128.0,8.0,208,32736
120,11,1,256.0,12.0,458,35402
121,11,1,128.0,6.0,294,35154
122,8,1,128.0,8.0,187,32054
123,8,1,128.0,8.0,271,31000
124,8,1,128.0,6.0,100,31186
125,8,1,128.0,8.0,186,31682
126,8,0,64.0,3.0,273,28334
127,8,1,128.0,8.0,146,33542
128,8,1,128.0,8.0,397,30132
129,8,0,128.0,4.0,411,28334
130,8,0,128.0,6.0,276,30566
131,8,0,128.0,4.0,205,30628
132,8,0,128.0,6.0,321,28830
133,8,1,256.0,8.0,392,32798
134,8,0,32.0,2.0,296,26784
135,8,0,32.0,3.0,664,27590
136,8,0,8.0,1.0,1076,24924
137,11,1,128.0,6.0,317,34534
138,1,0,64.0,4.0,289,29140
139,1,0,128.0,4.0,338,30628
140,1,0,32.0,3.0,111,27838
141,1,0,32.0,3.0,167,17918
142,1,0,32.0,2.0,399,26536
143,0,0,16.0,1.5,909,26784
144,11,0,256.0,8.0,135,30442
145,11,0,64.0,4.0,523,25916
146,11,1,128.0,6.0,234,31124
147,11,0,128.0,6.0,414,31186
148,11,0,64.0,4.0,135,27094
149,11,0,32.0,2.0,153,25296
150,11,0,128.0,6.0,125,30442
151,11,0,16.0,2.0,123,22444
152,11,0,32.0,4.0,220,24614
153,11,0,16.0,2.0,173,26598
154,11,0,128.0,8.0,413,32054
155,2,0,128.0,8.0,343,31310
156,2,0,64.0,4.0,246,29760
157,2,1,128.0,8.0,145,34472
158,2,0,128.0,8.0,300,30008
159,2,0,128.0,4.0,118,29884
160,2,1,128.0,6.0,312,30690
161,2,1,256.0,8.0,226,33852
162,2,0,128.0,8.0,199,32178
163,2,1,128.0,8.0,279,32736
164,2,0,128.0,8.0,212,29574
165,2,0,128.0,8.0,188,31372
166,2,0,128.0,8.0,264,31620
167,2,0,64.0,3.0,230,27342
168,2,0,64.0,6.0,259,28520
169,2,0,64.0,4.0,349,28458
170,2,0,128.0,4.0,500,30380
171,2,1,256.0,8.0,288,30628
172,2,0,128.0,8.0,391,32674
173,2,1,128.0,8.0,204,30442
174,2,0,128.0,8.0,293,31868
175,2,0,16.0,2.0,456,24552
176,2,0,128.0,6.0,224,32240
177,2,0,64.0,6.0,451,29326
178,2,0,64.0,4.0,338,30690
179,2,0,128.0,6.0,455,29450
180,2,0,64.0,4.0,431,28582
181,2,0,128.0,4.0,334,29512
182,2,0,128.0,6.0,415,31682
183,2,0,16.0,2.0,266,27156
184,2,0,4.0,0.5,931,20894
185,11,0,32.0,3.0,407,27404
186,11,0,16.0,2.0,233,28024
187,11,0,16.0,2.0,423,25606
188,11,0,128.0,6.0,470,30070
189,11,0,64.0,3.0,280,26846
190,3,1,128.0,8.0,318,30070
191,3,1,64.0,6.0,301,30814
192,3,1,128.0,6.0,319,31744
193,3,1,128.0,6.0,184,31124
194,3,0,64.0,6.0,256,30752
195,3,0,32.0,2.0,265,26908
196,3,0,32.0,2.0,321,21204
197,3,0,64.0,6.0,169,30752
198,3,1,512.0,12.0,478,40982
199,3,0,128.0,8.0,382,33232
200,3,0,128.0,8.0,374,32178
201,3,0,64.0,4.0,396,29698
202,3,0,64.0,6.0,406,30256
203,3,0,32.0,3.0,338,29016
204,11,1,256.0,8.0,235,33418
205,11,1,128.0,6.0,278,28830
206,11,0,32.0,3.0,386,26474
207,11,0,32.0,3.0,325,27280
208,11,0,64.0,3.0,347,27838
209,11,0,128.0,4.0,343,28334
210,11,0,128.0,8.0,336,35092
211,11,0,128.0,6.0,330,32488
212,11,0,16.0,2.0,474,26598
213,11,0,16.0,1.0,349,23560
214,11,0,16.0,1.0,385,24366
215,11,0,64.0,6.0,506,32612
216,11,0,128.0,6.0,333,31124
217,11,0,16.0,2.0,595,27590
218,11,0,32.0,2.0,420,26846
219,10,0,64.0,3.0,138,27652
220,10,1,128.0,8.0,268,31310
221,10,1,128.0,8.0,195,31062
222,10,1,64.0,6.0,272,30380
223,10,0,64.0,3.0,346,27714
224,10,0,64.0,4.0,362,27652
225,10,0,32.0,2.0,355,24552
226,10,0,64.0,4.0,202,29574
227,10,0,128.0,6.0,310,29760
228,10,0,128.0,6.0,141,29946
229,10,0,64.0,3.0,228,27714
230,10,0,64.0,4.0,213,28520
231,10,1,128.0,8.0,504,32054
232,10,0,64.0,4.0,371,29698
233,10,0,32.0,2.0,201,26164
234,10,0,64.0,4.0,354,27342
235,10,0,128.0,6.0,311,32116
236,10,0,64.0,4.0,524,28954
237,10,0,32.0,2.0,388,25110
238,10,0,32.0,3.0,234,28086
239,10,0,32.0,3.0,251,26598
240,11,0,16.0,1.0,1048,30318
241,11,0,32.0,3.0,194,29884
242,11,0,64.0,4.0,385,30132
243,11,0,32.0,3.0,323,27156
244,11,0,128.0,6.0,489,28706
245,11,0,64.0,4.0,392,31248
246,11,1,128.0,6.0,204,30132
247,11,1,64.0,6.0,328,30814
248,11,0,128.0,4.0,134,31310
249,11,0,128.0,4.0,127,30876
250,11,0,16.0,2.0,240,26102
251,11,1,128.0,8.0,102,30442
252,11,0,64.0,4.0,305,31558
253,11,1,256.0,8.0,215,34038
254,11,0,64.0,4.0,133,27032
255,11,1,128.0,6.0,181,33170
256,11,0,64.0,4.0,202,28830
257,11,0,128.0,6.0,433,31434
258,11,0,128.0,8.0,505,30938
259,11,0,128.0,6.0,406,30814
260,11,0,64.0,6.0,351,31186
261,11,0,64.0,6.0,364,30628
262,11,0,64.0,4.0,253,27280
263,11,1,512.0,12.0,488,37138
264,11,1,128.0,6.0,269,34286
265,11,0,128.0,6.0,207,33108
266,11,0,128.0,6.0,223,32302
267,11,0,128.0,4.0,181,30318
268,11,0,64.0,4.0,518,31124
269,11,0,128.0,6.0,307,30628
270,11,0,64.0,4.0,274,31062
271,11,0,128.0,8.0,520,33294
272,11,0,128.0,8.0,210,33232
273,11,0,128.0,6.0,539,32116
274,11,0,64.0,4.0,244,29946
275,11,0,64.0,4.0,330,30132
276,11,0,16.0,4.0,610,24490
277,11,0,8.0,1.0,835,26846
278,11,0,32.0,2.0,320,27280
279,11,0,64.0,4.0,173,27838
280,11,0,32.0,2.0,329,27094
281,11,0,32.0,3.0,356,27342
282,11,0,32.0,2.0,497,27404
283,11,0,32.0,2.0,359,24242
284,11,0,8.0,0.5,704,21700
285,11,0,32.0,3.0,212,29016
286,11,0,64.0,4.0,429,31310
287,11,0,16.0,2.0,531,25668
288,11,0,16.0,2.0,233,27962
289,11,0,16.0,2.0,349,27218
290,11,0,32.0,1.0,524,23560
291,11,0,64.0,6.0,426,27528
292,11,1,128.0,6.0,401,33108
293,11,0,64.0,4.0,424,28148
294,11,0,16.0,2.0,902,30132
295,11,0,64.0,4.0,195,29326
296,11,0,64.0,3.0,126,29264
297,11,0,8.0,1.0,202,23250
298,11,1,128.0,8.0,234,33542
299,11,1,128.0,8.0,248,28706
300,11,0,32.0,3.0,205,26226
301,11,0,32.0,3.0,196,26722
302,11,0,32.0,4.0,392,31124
303,11,1,256.0,8.0,471,35836
304,11,0,64.0,4.0,517,30690
305,11,0,16.0,2.0,438,27032
306,11,0,16.0,1.0,393,25048
307,11,0,32.0,2.0,273,27218
308,11,0,32.0,3.0,344,29140
309,11,0,64.0,4.0,289,28148
310,11,0,32.0,3.0,482,27776
311,11,0,32.0,3.0,516,25420
312,11,0,32.0,3.0,463,25854
313,11,0,64.0,4.0,693,30876
314,11,0,16.0,2.0,393,28086
315,11,0,4.0,0.5,965,19406
316,11,1,128.0,8.0,318,31930
317,11,0,128.0,6.0,348,29388
318,11,0,32.0,2.0,198,26722
319,11,0,128.0,6.0,405,30194
320,11,0,64.0,6.0,499,29760
321,11,0,128.0,6.0,226,32302
322,11,0,0.5,0.25,900,19282
323,11,0,0.5,0.25,757,9734
324,11,0,0.2,0.25,652,21080
325,11,0,16.0,4.0,1051,20460
326,11,0,16.0,4.0,897,17670
327,7,0,128.0,6.0,92,31186
328,7,1,256.0,12.0,188,34906
329,9,0,64.0,3.0,296,25792
330,9,0,16.0,2.0,293,22878
331,9,0,16.0,2.0,260,24676
332,9,0,0.06,0.03,322,15562
333,9,0,0.1,0.03,148,15872
334,9,1,64.0,6.0,127,28520
336,9,0,0.1,0.03,414,17236
337,11,1,128.0,8.0,186,33976
338,11,1,128.0,8.0,232,32426
339,11,1,256.0,12.0,280,31434
340,11,1,128.0,6.0,523,33108
341,8,1,128.0,8.0,293,32612
342,8,1,128.0,8.0,281,31248
343,8,1,128.0,6.0,122,31744
344,8,1,128.0,8.0,200,31558
345,8,0,64.0,3.0,267,27962
346,8,1,128.0,8.0,218,32860
347,8,1,128.0,8.0,330,30380
348,8,0,128.0,4.0,277,27962
349,8,0,128.0,6.0,344,31186
350,8,0,128.0,4.0,463,31558
351,8,0,128.0,6.0,336,31186
352,8,1,256.0,8.0,232,34658
353,8,0,32.0,2.0,282,24924
354,8,0,32.0,3.0,587,26474
355,8,0,8.0,1.0,917,25358
356,11,1,128.0,6.0,486,29140
357,1,0,64.0,4.0,97,29698
358,1,0,128.0,4.0,362,30566
359,1,0,32.0,3.0,321,27156
360,1,0,32.0,3.0,247,16492
361,1,0,32.0,2.0,450,26846
362,0,0,32.0,3.0,120,25730
363,0,0,16.0,1.0,226,25296
364,0,1,128.0,8.0,258,34162
365,0,1,128.0,6.0,248,31744
366,0,0,64.0,4.0,310,32736
367,0,1,128.0,8.0,282,35154
368,0,1,128.0,6.0,321,31496
369,0,0,64.0,4.0,320,28458
370,0,0,128.0,6.0,325,30690
371,0,0,64.0,4.0,430,30876
372,0,1,256.0,12.0,190,30938
373,0,0,128.0,6.0,517,33666
374,0,0,32.0,2.0,313,24676
375,0,0,32.0,3.0,222,27590
376,0,0,16.0,2.0,852,29140
377,11,0,64.0,4.0,168,26722
378,11,0,64.0,4.0,299,26970
379,11,0,16.0,1.0,290,25110
380,11,0,32.0,2.0,243,24738
381,11,0,8.0,1.0,513,17484
382,11,0,16.0,1.0,452,28086
383,11,0,16.0,2.0,440,25854
384,11,0,64.0,4.0,335,30938
385,11,0,32.0,3.0,221,27404
386,11,0,32.0,2.0,276,26102
387,11,0,16.0,2.0,1064,27342
388,4,0,128.0,6.0,220,36208
389,4,0,128.0,6.0,248,35278
390,4,0,32.0,3.0,313,32240
391,4,0,64.0,4.0,601,33170
392,4,0,16.0,2.0,827,28272
393,11,0,16.0,2.0,840,28086
394,11,0,16.0,2.0,1073,26784
395,11,0,32.0,1.0,513,26660
396,11,0,32.0,1.0,213,25854
397,11,0,32.0,1.0,184,23312
398,11,0,4.0,0.5,1091,25110
399,11,0,32.0,3.0,214,29698
400,11,0,64.0,4.0,247,27714
401,11,1,64.0,4.0,252,32054
402,11,0,32.0,3.0,342,28396
403,11,0,16.0,1.0,578,29946
404,11,0,32.0,2.0,918,29078
405,11,0,4.0,0.5,356,20088
406,11,0,8.0,1.0,662,25916
407,11,0,16.0,0.5,1050,23808
408,11,0,4.0,1.0,1046,27652
409,11,0,16.0,0.5,770,23002
410,11,0,4.0,1.0,759,24676
411,11,0,4.0,1.0,1041,26660
412,11,0,4.0,1.0,932,27466
413,11,0,8.0,1.0,836,26970
414,11,0,4.0,1.0,737,25544
415,11,0,8.0,1.0,1057,25544
416,11,0,64.0,4.0,187,26598
417,11,0,16.0,1.0,473,23436
418,11,0,16.0,1.0,726,27032
419,11,0,32.0,4.0,699,31372
420,11,0,16.0,4.0,1085,28706
421,11,0,32.0,4.0,1079,29202
422,11,0,32.0,4.0,617,23436
423,11,0,16.0,4.0,570,26846
424,11,0,32.0,4.0,714,27032
425,11,0,16.0,4.0,549,27466
426,11,0,32.0,4.0,893,25234
427,11,0,32.0,4.0,767,30938
428,11,0,32.0,4.0,824,28458
429,11,0,32.0,4.0,988,23436
430,11,0,32.0,4.0,961,22382
431,11,0,32.0,4.0,942,28210
432,11,0,32.0,4.0,874,26970
433,11,0,16.0,4.0,899,28644
434,11,0,16.0,4.0,994,26164
435,11,0,32.0,4.0,592,27776
436,11,0,32.0,4.0,934,23064
437,11,0,32.0,4.0,603,24118
438,11,0,16.0,4.0,697,23250
439,11,0,32.0,4.0,1044,22568
440,11,0,16.0,4.0,579,24924
441,11,0,16.0,4.0,569,26908
442,11,0,16.0,4.0,723,26908
443,11,0,32.0,4.0,899,25730
444,11,0,16.0,4.0,886,27280
445,11,0,16.0,4.0,936,27838
446,11,0,16.0,4.0,685,23808
447,11,0,16.0,4.0,611,28892
448,11,0,16.0,4.0,920,25358
449,11,0,16.0,4.0,1007,25172
450,11,0,32.0,4.0,724,25172
451,11,0,16.0,4.0,642,26598
452,11,0,16.0,4.0,719,22506
453,11,0,16.0,4.0,1082,27280
454,11,0,32.0,4.0,690,25048
455,11,0,16.0,4.0,801,27466
456,11,0,16.0,4.0,1015,21514
457,11,0,16.0,4.0,635,28706
458,11,0,16.0,4.0,901,18848
459,11,0,32.0,4.0,946,25172
460,11,0,16.0,4.0,656,28582
461,11,0,32.0,4.0,905,27962
462,11,0,16.0,4.0,562,26350
463,11,0,16.0,4.0,942,21576
464,11,0,16.0,4.0,761,26908
465,11,0,16.0,4.0,825,23250
466,11,0,32.0,4.0,558,25544
467,11,0,32.0,4.0,592,26598
468,11,0,16.0,4.0,302,23746
469,11,0,32.0,4.0,211,24738
470,11,0,32.0,4.0,670,25172
471,11,0,32.0,4.0,591,29264
472,11,0,16.0,4.0,586,24490
473,11,0,16.0,4.0,538,28086
474,11,0,16.0,4.0,600,25420
475,11,0,16.0,4.0,707,27404
476,11,0,16.0,4.0,636,26846
477,11,0,32.0,4.0,564,24862
478,11,0,32.0,4.0,716,28272
479,11,0,16.0,4.0,751,26536
480,11,0,32.0,4.0,823,28768
481,11,0,32.0,4.0,839,28830
482,11,0,32.0,4.0,687,24366
483,11,0,32.0,4.0,619,27342
484,11,0,16.0,4.0,866,27094
485,11,0,32.0,4.0,884,28148
486,11,0,16.0,4.0,754,25234
487,11,0,16.0,4.0,1063,24738
488,11,0,16.0,4.0,769,28706
489,11,0,32.0,4.0,989,18662
490,11,0,32.0,4.0,811,26846
491,11,0,16.0,4.0,911,27218
492,11,0,16.0,4.0,987,24924
493,11,0,32.0,4.0,649,24738
494,11,0,32.0,4.0,1006,28210
495,11,0,16.0,4.0,708,26970
496,11,0,32.0,4.0,813,23870
497,11,0,32.0,4.0,770,26412
498,11,0,32.0,4.0,780,26970
499,11,0,16.0,4.0,893,22754
500,11,0,32.0,4.0,622,25606
501,11,0,16.0,4.0,1040,25544
502,11,0,16.0,4.0,566,26536
503,11,0,16.0,4.0,1041,27714
504,11,0,16.0,4.0,562,24490
505,11,0,16.0,4.0,1073,26412
506,11,0,32.0,4.0,736,28334
507,11,0,32.0,4.0,658,25606
508,11,0,16.0,4.0,686,27156
509,11,0,16.0,4.0,893,26288
510,11,0,16.0,4.0,917,25358
511,11,0,16.0,4.0,976,24614
512,11,0,32.0,4.0,713,30442
513,11,0,16.0,4.0,732,24552
514,11,0,16.0,4.0,629,20708
515,11,0,16.0,4.0,1092,18724
516,11,0,512.0,0.25,786,17732
517,11,0,16.0,4.0,829,24304
518,11,0,16.0,4.0,803,21886
519,11,0,16.0,4.0,702,22196
520,11,0,256.0,0.25,672,15500
521,11,0,32.0,4.0,929,24180
522,11,0,32.0,4.0,658,25792
523,11,0,16.0,4.0,718,24304
524,11,0,16.0,4.0,969,22568
525,11,0,32.0,4.0,794,28458
526,11,0,32.0,4.0,892,28210
527,11,0,16.0,4.0,654,28086
528,11,0,16.0,4.0,921,17174
529,11,0,16.0,4.0,632,24304
530,11,0,16.0,4.0,867,20956
531,11,0,16.0,4.0,1029,20522
532,11,0,128.0,0.25,787,22320
533,11,0,16.0,0.25,809,9982
534,11,0,128.0,4.0,656,14446
535,11,0,32.0,4.0,578,29388
536,11,0,16.0,4.0,753,25792
537,11,0,16.0,4.0,951,22072
538,11,0,16.0,4.0,701,24738
539,11,0,16.0,4.0,955,20212
540,11,0,16.0,4.0,785,18724
541,11,0,32.0,4.0,653,27342
542,11,0,32.0,4.0,834,24428
543,11,0,16.0,4.0,568,26164
544,11,0,16.0,4.0,571,24738
545,11,0,16.0,4.0,606,17546
546,11,0,16.0,4.0,540,24800
547,11,0,16.0,4.0,906,26226
548,11,0,16.0,4.0,967,23002
549,11,0,16.0,4.0,904,23002
550,11,0,16.0,4.0,684,24242
551,11,0,16.0,4.0,921,24366
552,11,0,16.0,4.0,764,22010
553,11,0,16.0,4.0,837,19902
554,11,0,16.0,4.0,692,29698
555,11,0,32.0,4.0,817,28210
556,11,0,16.0,4.0,586,22568
557,11,0,16.0,4.0,831,19530
558,11,0,512.0,0.25,858,17608
559,11,0,32.0,4.0,608,28954
560,11,0,16.0,0.25,858,21824
561,11,0,16.0,4.0,1084,22320
562,11,0,16.0,4.0,789,22692
563,11,0,16.0,4.0,585,21948
564,11,0,16.0,4.0,898,24738
565,11,0,512.0,0.25,911,22506
566,11,0,16.0,4.0,597,20956
567,11,0,16.0,4.0,900,23250
568,11,0,16.0,4.0,573,25544
569,11,0,16.0,4.0,1042,26226
570,11,0,16.0,4.0,733,29822
571,11,0,16.0,4.0,847,27032
572,11,0,32.0,4.0,396,27838
573,11,0,32.0,4.0,616,30566
574,11,0,64.0,4.0,681,32116
575,11,0,32.0,4.0,492,29884
576,11,0,16.0,4.0,683,25110
577,11,0,64.0,4.0,825,32116
578,11,0,64.0,4.0,601,30132
579,11,0,64.0,4.0,636,28582
580,11,0,32.0,4.0,1046,28086
581,11,0,16.0,4.0,725,28644
582,11,0,16.0,4.0,636,26784
583,11,0,16.0,4.0,1048,25234
584,11,0,16.0,4.0,879,28768
585,11,0,16.0,4.0,816,26474
586,11,0,16.0,4.0,1044,23932
587,11,0,16.0,4.0,580,22692
588,11,0,16.0,4.0,1050,25110
589,11,0,32.0,4.0,650,21824
590,11,0,32.0,4.0,974,24676
591,11,0,16.0,4.0,1042,29264
592,11,0,16.0,4.0,672,23002
593,11,0,16.0,4.0,805,26660
594,11,0,32.0,4.0,664,26412
595,11,0,64.0,4.0,924,31310
596,11,0,16.0,4.0,758,22072
597,11,0,32.0,4.0,945,22692
598,11,0,16.0,4.0,1047,20212
599,11,0,32.0,4.0,614,23560
600,11,0,32.0,4.0,689,24490
601,11,0,16.0,4.0,786,26784
602,11,0,16.0,4.0,957,23870
603,11,0,16.0,4.0,706,20274
604,11,0,32.0,4.0,643,24118
605,11,0,32.0,4.0,1085,24614
606,11,0,16.0,4.0,635,21452
607,11,0,16.0,4.0,965,27404
608,11,0,16.0,4.0,739,27342
609,11,0,32.0,4.0,609,31000
610,11,0,16.0,4.0,563,25048
611,11,0,32.0,4.0,646,27094
612,11,0,32.0,4.0,579,29884
613,11,0,32.0,4.0,571,24056
614,11,0,32.0,4.0,833,28644
615,11,0,32.0,4.0,578,25978
616,11,0,32.0,4.0,724,26598
617,11,0,32.0,4.0,960,26784
618,11,0,16.0,4.0,1008,16306
619,11,0,16.0,4.0,556,26846
620,11,0,16.0,4.0,1048,22072
621,11,0,16.0,4.0,661,22630
622,11,0,16.0,4.0,783,25606
623,11,0,32.0,4.0,998,28396
624,11,0,16.0,4.0,695,20832
625,11,0,16.0,4.0,1091,21762
626,11,0,16.0,4.0,1085,23188
627,11,0,32.0,4.0,617,26908
628,11,0,16.0,4.0,601,22320
629,11,0,16.0,4.0,1088,24986
630,11,0,16.0,4.0,1046,18042
631,11,0,512.0,0.25,977,20522
632,11,0,16.0,4.0,822,24986
633,11,0,32.0,4.0,878,28954
634,11,0,16.0,4.0,790,25730
635,11,0,32.0,4.0,552,25296
636,11,0,32.0,4.0,821,17856
637,11,0,32.0,4.0,925,25730
638,11,0,32.0,4.0,1032,24738
639,11,0,32.0,4.0,988,26102
640,11,0,16.0,4.0,1016,24304
641,11,0,32.0,4.0,836,26412
642,4,0,64.0,4.0,496,30566
643,4,0,64.0,4.0,250,29698
644,4,0,1024.0,4.0,543,35960
645,4,0,1024.0,4.0,525,38130
646,4,0,64.0,4.0,583,34534
647,4,0,64.0,4.0,641,34596
648,4,0,64.0,4.0,673,34038
649,4,0,32.0,4.0,673,30504
650,4,0,64.0,4.0,629,28024
651,4,0,64.0,4.0,815,32054
652,4,0,64.0,4.0,604,31744
653,4,0,64.0,4.0,541,35650
654,4,0,64.0,4.0,629,32798
655,4,0,32.0,4.0,578,28892
656,4,0,32.0,4.0,833,29450
657,4,0,32.0,4.0,1026,29016
658,4,0,32.0,4.0,704,33294
659,4,0,16.0,4.0,894,27466
660,4,0,16.0,4.0,667,28706
661,4,0,16.0,4.0,778,32054
662,4,0,32.0,4.0,572,34410
663,4,0,16.0,4.0,547,27652
664,4,0,16.0,4.0,914,28458
665,4,0,16.0,4.0,719,27094
666,4,0,16.0,4.0,1082,26350
667,4,0,16.0,4.0,877,24366
668,4,0,16.0,4.0,995,28644
669,4,0,16.0,4.0,945,27404
670,4,0,16.0,4.0,1070,23994
671,4,0,32.0,4.0,712,28892
672,11,0,128.0,4.0,399,28334
673,11,0,32.0,4.0,317,27342
674,11,0,64.0,4.0,257,26536
675,11,0,32.0,4.0,499,26846
676,11,0,16.0,4.0,516,24614
677,11,0,128.0,4.0,635,29016
678,11,0,128.0,4.0,783,32550
679,11,0,64.0,4.0,727,32364
680,11,0,64.0,4.0,769,31310
681,11,0,16.0,4.0,665,25482
682,11,0,32.0,4.0,604,26288
683,11,0,32.0,4.0,669,27404
684,11,0,16.0,4.0,624,28582
685,11,0,16.0,4.0,773,26784
686,11,0,64.0,4.0,608,29884
687,11,0,32.0,4.0,594,26226
688,11,0,32.0,4.0,565,26660
689,11,0,16.0,4.0,1007,26784
690,11,0,16.0,4.0,951,22630
691,11,0,32.0,4.0,872,26846
692,11,0,16.0,4.0,714,27404
693,11,0,32.0,4.0,551,24924
694,11,0,16.0,4.0,676,20646
695,11,0,32.0,4.0,985,27714
696,11,0,16.0,4.0,691,23684
697,11,0,32.0,4.0,524,29264
698,11,0,64.0,4.0,397,27652
699,11,0,32.0,4.0,575,27156
700,11,0,16.0,4.0,370,26040
701,11,0,128.0,4.0,535,28582
702,11,0,32.0,4.0,667,25978
703,11,0,64.0,4.0,386,27218
704,11,0,256.0,4.0,482,29264
705,11,0,64.0,4.0,438,31930
706,11,0,64.0,4.0,511,28148
707,11,0,32.0,4.0,516,28334
708,11,0,64.0,4.0,585,27652
709,11,0,64.0,4.0,592,30566
710,11,0,64.0,4.0,722,30938
711,11,0,16.0,4.0,708,28334
712,11,0,32.0,4.0,781,27900
713,11,0,64.0,4.0,868,28520
714,11,0,64.0,4.0,818,28520
715,11,0,32.0,4.0,542,28954
716,11,0,32.0,4.0,754,29326
717,11,0,32.0,4.0,797,30938
718,11,0,32.0,4.0,612,26908
719,11,0,64.0,4.0,847,30008
720,11,0,16.0,4.0,755,27590
721,11,0,16.0,4.0,617,25296
722,11,0,32.0,4.0,858,26350
723,11,0,32.0,4.0,588,32054
724,11,0,64.0,4.0,796,31186
725,11,0,32.0,4.0,582,30752
726,11,0,32.0,4.0,835,25296
727,11,0,32.0,4.0,1055,29946
728,11,0,16.0,4.0,981,25606
729,11,0,32.0,4.0,862,27218
730,11,0,64.0,4.0,801,27652
731,11,0,32.0,4.0,566,31558
732,11,0,32.0,4.0,1063,31000
733,11,0,32.0,4.0,927,27776
734,11,0,16.0,4.0,669,26846
735,11,0,64.0,4.0,553,30442
736,11,0,32.0,4.0,599,27156
737,11,0,32.0,4.0,980,31310
738,11,0,64.0,4.0,676,29388
739,11,0,64.0,4.0,578,28954
740,11,0,32.0,4.0,928,27528
741,11,0,32.0,4.0,866,23994
742,11,0,32.0,4.0,545,23684
743,11,0,16.0,4.0,1003,26102
744,11,0,16.0,4.0,624,24676
745,11,0,32.0,4.0,727,23684
746,11,0,16.0,4.0,571,24738
747,11,0,16.0,4.0,862,27404
748,11,0,32.0,4.0,700,29636
749,11,0,32.0,4.0,999,29636
750,11,0,32.0,4.0,840,23560
751,11,0,32.0,4.0,1089,28830
752,11,0,64.0,4.0,715,29698
753,11,0,16.0,4.0,997,27590
754,11,0,16.0,4.0,1014,26660
755,11,0,32.0,4.0,880,28830
756,11,0,32.0,4.0,989,26970
757,11,0,32.0,4.0,592,27590
758,11,0,16.0,4.0,885,28272
759,11,0,32.0,4.0,568,25978
760,11,0,32.0,4.0,777,26846
761,11,0,32.0,4.0,747,28024
762,11,0,32.0,4.0,934,25606
763,11,0,16.0,4.0,794,29946
764,11,0,16.0,4.0,953,23374
765,11,0,16.0,4.0,685,28148
766,11,0,16.0,4.0,749,29450
767,11,0,32.0,4.0,970,29140
768,11,0,32.0,4.0,547,22754
769,11,0,32.0,4.0,557,27962
770,11,0,16.0,4.0,626,26474
771,11,0,32.0,4.0,857,25854
772,11,0,1024.0,4.0,860,21824
773,11,0,32.0,4.0,1059,29264
774,11,0,32.0,4.0,1023,26102
775,11,0,16.0,4.0,583,25978
776,11,0,16.0,4.0,1022,26164
777,11,0,32.0,4.0,595,27218
778,11,0,32.0,4.0,772,24614
779,11,0,16.0,4.0,801,28458
780,11,0,16.0,4.0,846,27838
781,11,0,32.0,4.0,731,26970
782,11,0,32.0,4.0,645,27094
783,11,0,32.0,4.0,766,25730
784,11,0,32.0,4.0,705,26350
785,11,0,16.0,4.0,1013,32612
786,11,0,32.0,4.0,800,29822
787,11,0,16.0,4.0,679,25234
788,11,0,16.0,4.0,1081,27714
789,11,0,16.0,4.0,1013,29140
790,11,0,16.0,4.0,956,26288
791,11,0,1024.0,4.0,772,34038
792,11,0,16.0,4.0,947,27342
793,11,0,16.0,4.0,665,28272
794,11,0,32.0,4.0,583,23250
795,11,0,32.0,4.0,794,26350
796,11,0,16.0,4.0,910,24862
797,11,0,32.0,4.0,635,27032
798,11,0,32.0,4.0,824,26536
799,11,0,16.0,4.0,604,28458
800,11,0,16.0,4.0,654,32116
801,11,0,32.0,4.0,754,28458
802,11,0,16.0,4.0,847,27652
803,11,0,32.0,4.0,550,28396
804,11,0,16.0,4.0,1083,27280
805,11,0,16.0,4.0,1040,29326
806,11,0,32.0,4.0,549,32674
807,11,0,32.0,4.0,643,26784
808,11,0,16.0,4.0,674,26474
809,11,0,32.0,4.0,869,26164
810,11,0,32.0,4.0,614,35278
811,11,0,16.0,4.0,887,30876
812,11,0,32.0,4.0,753,25792
813,11,0,32.0,4.0,593,30752
814,11,0,16.0,4.0,710,24304
815,11,0,16.0,4.0,933,25544
816,11,0,16.0,4.0,704,26536
817,11,0,16.0,4.0,1011,24366
818,11,0,32.0,4.0,552,25172
819,11,0,64.0,4.0,629,29078
820,11,0,64.0,4.0,383,30628
821,11,0,64.0,4.0,471,25420
822,11,0,32.0,4.0,561,28334
823,11,0,32.0,4.0,607,27714
824,11,0,64.0,4.0,554,29016
825,11,0,32.0,4.0,560,31000
826,11,0,16.0,4.0,920,26908
827,11,0,32.0,4.0,805,27962
828,11,0,16.0,4.0,1094,25296
